MES,REGIAO_PAIS,POPULACAO,CID_TIPO,SEXO,BENEF_TIPO,STATUS_BENEFICIARIO,QTD_BENEFICIOS,TAXA_BENEFICIOS
2024-06-01,Nordeste,57112096,"Doenças endócrinas, nutricionais e metabólicas",Masculino,Auxílio Doenca Previdenciário,Empregado,91,0.15933577363366247
2024-06-01,Nordeste,57112096,"Doenças endócrinas, nutricionais e metabólicas",Masculino,Auxílio Doenca Previdenciário,Facultativo,6,0.010505655404417306
2024-06-01,Nordeste,57112096,"Doenças endócrinas, nutricionais e metabólicas",Masculino,Auxílio Doenca Previdenciário,Segurado Especial,74,0.12956974998781343
2024-06-01,Nordeste,57112096,"Doenças endócrinas, nutricionais e metabólicas",Masculino,Auxílio Doenca por Acidente do Trabalho,Empregado,2,0.003501885134805769
2024-06-01,Nordeste,57112096,Doenças infecciosas e parasitárias,Feminino,Auxílio Doenca Previdenciário,Autônomo,15,0.026264138511043263
2024-06-01,Nordeste,57112096,Doenças infecciosas e parasitárias,Feminino,Auxílio Doenca Previdenciário,Desempregado,25,0.04377356418507211
2024-06-01,Nordeste,57112096,Doenças infecciosas e parasitárias,Feminino,Auxílio Doenca Previdenciário,Doméstico,14,0.02451319594364038
2024-06-01,Nordeste,57112096,Doenças infecciosas e parasitárias,Feminino,Auxílio Doenca Previdenciário,Empregado,82,0.14357729052703652
2024-06-01,Nordeste,57112096,Doenças infecciosas e parasitárias,Feminino,Auxílio Doenca Previdenciário,Facultativo,3,0.005252827702208653
2024-06-01,Nordeste,57112096,Doenças infecciosas e parasitárias,Feminino,Auxílio Doenca Previdenciário,Optante Pela Lei 6.184/74,1,0.0017509425674028846
2024-06-01,Nordeste,57112096,Doenças infecciosas e parasitárias,Feminino,Auxílio Doenca Previdenciário,Segurado Especial,25,0.04377356418507211
2024-06-01,Nordeste,57112096,Doenças infecciosas e parasitárias,Feminino,Auxílio Doenca por Acidente do Trabalho,Empregado,2,0.003501885134805769
2024-06-01,Nordeste,57112096,Doenças infecciosas e parasitárias,Masculino,Auxílio Doenca Previdenciário,Autônomo,26,0.04552450675247499
2024-06-01,Nordeste,57112096,Doenças infecciosas e parasitárias,Masculino,Auxílio Doenca Previdenciário,Desempregado,71,0.12431692228560479
2024-06-01,Nordeste,57112096,Doenças infecciosas e parasitárias,Masculino,Auxílio Doenca Previdenciário,Empregado,162,0.28365269591926723
2024-06-01,Nordeste,57112096,Doenças infecciosas e parasitárias,Masculino,Auxílio Doenca Previdenciário,Facultativo,3,0.005252827702208653
2024-06-01,Nordeste,57112096,Doenças infecciosas e parasitárias,Masculino,Auxílio Doenca Previdenciário,Segurado Especial,65,0.11381126688118749
2024-06-01,Nordeste,57112096,Doenças infecciosas e parasitárias,Masculino,Auxílio Doenca por Acidente do Trabalho,Desempregado,2,0.003501885134805769
2024-06-01,Nordeste,57112096,Doenças infecciosas e parasitárias,Masculino,Auxílio Doenca por Acidente do Trabalho,Empregado,2,0.003501885134805769
2024-06-01,Nordeste,57112096,Doenças osteomusculares,Feminino,Aposentadoria Invalidez Previdenciária,Optante Pela Lei 6.184/74,1,0.0017509425674028846
2024-06-01,Nordeste,57112096,Doenças osteomusculares,Feminino,Auxílio Doenca Previdenciário,Autônomo,1909,3.3425493611721064
2024-06-01,Nordeste,57112096,Doenças osteomusculares,Feminino,Auxílio Doenca Previdenciário,Desempregado,1065,1.8647538342840717
2024-06-01,Nordeste,57112096,Doenças osteomusculares,Feminino,Auxílio Doenca Previdenciário,Doméstico,360,0.6303393242650384
2024-06-01,Nordeste,57112096,Doenças osteomusculares,Feminino,Auxílio Doenca Previdenciário,Empregado,1663,2.9118174895909967
2024-06-01,Nordeste,57112096,Doenças osteomusculares,Feminino,Auxílio Doenca Previdenciário,Facultativo,363,0.6355921519672469
2024-06-01,Nordeste,57112096,Doenças osteomusculares,Feminino,Auxílio Doenca Previdenciário,Optante Pela Lei 6.184/74,8,0.014007540539223077
2024-06-01,Nordeste,57112096,Doenças osteomusculares,Feminino,Auxílio Doenca Previdenciário,Segurado Especial,1915,3.353055016576523
2024-06-01,Nordeste,57112096,Doenças osteomusculares,Feminino,Auxílio Doenca por Acidente do Trabalho,Desempregado,38,0.06653581756130961
2024-06-01,Nordeste,57112096,Doenças osteomusculares,Feminino,Auxílio Doenca por Acidente do Trabalho,Doméstico,1,0.0017509425674028846
2024-06-01,Nordeste,57112096,Doenças osteomusculares,Feminino,Auxílio Doenca por Acidente do Trabalho,Empregado,131,0.22937347632977784
2024-06-01,Nordeste,57112096,Doenças osteomusculares,Feminino,Auxílio Doenca por Acidente do Trabalho,Segurado Especial,12,0.021011310808834612
2024-06-01,Nordeste,57112096,Doenças osteomusculares,Masculino,Auxílio Doenca Previdenciário,Autônomo,1491,2.6106553679977007
2024-06-01,Nordeste,57112096,Doenças osteomusculares,Masculino,Auxílio Doenca Previdenciário,Desempregado,2094,3.66647373614164
2024-06-01,Nordeste,57112096,Doenças osteomusculares,Masculino,Auxílio Doenca Previdenciário,Doméstico,29,0.050777334454683645
2024-06-01,Nordeste,57112096,Doenças osteomusculares,Masculino,Auxílio Doenca Previdenciário,Empregado,2235,3.9133566381454465
2024-06-01,Nordeste,57112096,Doenças osteomusculares,Masculino,Auxílio Doenca Previdenciário,Facultativo,59,0.10330561147677017
2024-06-01,Nordeste,57112096,Doenças osteomusculares,Masculino,Auxílio Doenca Previdenciário,Optante Pela Lei 6.184/74,13,0.022762253376237496
2024-06-01,Nordeste,57112096,Doenças osteomusculares,Masculino,Auxílio Doenca Previdenciário,Segurado Especial,2059,3.6051907462825388
2024-06-01,Nordeste,57112096,Doenças osteomusculares,Masculino,Auxílio Doenca por Acidente do Trabalho,Desempregado,77,0.1348225776900221
2024-06-01,Nordeste,57112096,Doenças osteomusculares,Masculino,Auxílio Doenca por Acidente do Trabalho,Empregado,192,0.3361809729413538
2024-06-01,Nordeste,57112096,Doenças osteomusculares,Masculino,Auxílio Doenca por Acidente do Trabalho,Segurado Especial,31,0.05427921958948941
2024-06-01,Nordeste,57112096,"Gravidez, parto e puerpério",Feminino,Auxílio Doenca Previdenciário,Autônomo,34,0.059532047291698066
2024-06-01,Nordeste,57112096,"Gravidez, parto e puerpério",Feminino,Auxílio Doenca Previdenciário,Desempregado,21,0.03676979391546057
2024-06-01,Nordeste,57112096,"Gravidez, parto e puerpério",Feminino,Auxílio Doenca Previdenciário,Doméstico,25,0.04377356418507211
2024-06-01,Nordeste,57112096,"Gravidez, parto e puerpério",Feminino,Auxílio Doenca Previdenciário,Empregado,366,0.6408449796694557
2024-06-01,Nordeste,57112096,"Gravidez, parto e puerpério",Feminino,Auxílio Doenca Previdenciário,Facultativo,1,0.0017509425674028846
2024-06-01,Nordeste,57112096,"Gravidez, parto e puerpério",Feminino,Auxílio Doenca Previdenciário,Segurado Especial,8,0.014007540539223077
2024-06-01,Nordeste,57112096,"Gravidez, parto e puerpério",Feminino,Auxílio Doenca por Acidente do Trabalho,Empregado,1,0.0017509425674028846
2024-06-01,Nordeste,57112096,"Gravidez, parto e puerpério",Feminino,Auxílio Salario Maternidade,Autônomo,9,0.01575848310662596
2024-06-01,Nordeste,57112096,"Gravidez, parto e puerpério",Feminino,Auxílio Salario Maternidade,Desempregado,9,0.01575848310662596
2024-06-01,Nordeste,57112096,"Gravidez, parto e puerpério",Feminino,Auxílio Salario Maternidade,Doméstico,1,0.0017509425674028846
2024-06-01,Nordeste,57112096,"Gravidez, parto e puerpério",Feminino,Auxílio Salario Maternidade,Facultativo,2,0.003501885134805769
2024-06-01,Nordeste,57112096,"Gravidez, parto e puerpério",Feminino,Auxílio Salario Maternidade,Segurado Especial,8,0.014007540539223077
2024-06-01,Nordeste,57112096,"Gravidez, parto e puerpério",Masculino,Auxílio Doenca Previdenciário,Desempregado,1,0.0017509425674028846
2024-06-01,Nordeste,57112096,"Gravidez, parto e puerpério",Masculino,Auxílio Doenca Previdenciário,Empregado,2,0.003501885134805769
2024-06-01,Nordeste,57112096,"Gravidez, parto e puerpério",Masculino,Auxílio Doenca por Acidente do Trabalho,Empregado,1,0.0017509425674028846
2024-06-01,Nordeste,57112096,Neoplasias (tumores),Feminino,Amp. Social Pessoa Portadora Deficiencia,Autônomo,1,0.0017509425674028846
2024-06-01,Nordeste,57112096,Neoplasias (tumores),Feminino,Amp. Social Pessoa Portadora Deficiencia,Desempregado,2,0.003501885134805769
2024-06-01,Nordeste,57112096,Neoplasias (tumores),Feminino,Auxílio Doenca Previdenciário,Autônomo,496,0.8684675134318306
2024-06-01,Nordeste,57112096,Neoplasias (tumores),Feminino,Auxílio Doenca Previdenciário,Desempregado,325,0.5690563344059374
2024-06-01,Nordeste,57112096,Neoplasias (tumores),Feminino,Auxílio Doenca Previdenciário,Doméstico,178,0.3116677769977134
2024-06-01,Nordeste,57112096,Neoplasias (tumores),Feminino,Auxílio Doenca Previdenciário,Empregado,1087,1.9032745707669354
2024-06-01,Nordeste,57112096,Neoplasias (tumores),Feminino,Auxílio Doenca Previdenciário,Facultativo,78,0.13657352025742497
2024-06-01,Nordeste,57112096,Neoplasias (tumores),Feminino,Auxílio Doenca Previdenciário,Optante Pela Lei 6.184/74,2,0.003501885134805769
2024-06-01,Nordeste,57112096,Neoplasias (tumores),Feminino,Auxílio Doenca Previdenciário,Segurado Especial,591,1.0348070573351047
2024-06-01,Nordeste,57112096,Neoplasias (tumores),Masculino,Auxílio Doenca Previdenciário,Autônomo,179,0.3134187195651163
2024-06-01,Nordeste,57112096,Neoplasias (tumores),Masculino,Auxílio Doenca Previdenciário,Desempregado,190,0.33267908780654804
2024-06-01,Nordeste,57112096,Neoplasias (tumores),Masculino,Auxílio Doenca Previdenciário,Doméstico,3,0.005252827702208653
2024-06-01,Nordeste,57112096,Neoplasias (tumores),Masculino,Auxílio Doenca Previdenciário,Empregado,284,0.49726768914241914
2024-06-01,Nordeste,57112096,Neoplasias (tumores),Masculino,Auxílio Doenca Previdenciário,Facultativo,5,0.008754712837014421
2024-06-01,Nordeste,57112096,Neoplasias (tumores),Masculino,Auxílio Doenca Previdenciário,Optante Pela Lei 6.184/74,1,0.0017509425674028846
2024-06-01,Nordeste,57112096,Neoplasias (tumores),Masculino,Auxílio Doenca Previdenciário,Segurado Especial,135,0.23637724659938938
2024-06-01,Nordeste,57112096,Neoplasias (tumores),Masculino,Auxílio Doenca por Acidente do Trabalho,Desempregado,1,0.0017509425674028846
2024-06-01,Nordeste,57112096,Neoplasias (tumores),Masculino,Auxílio Doenca por Acidente do Trabalho,Empregado,1,0.0017509425674028846
2024-06-01,Nordeste,57112096,Neoplasias (tumores),Masculino,Auxílio Doenca por Acidente do Trabalho,Segurado Especial,2,0.003501885134805769
2024-06-01,Nordeste,57112096,Outros,Feminino,Auxílio Doenca Previdenciário,Autônomo,816,1.4287691350007536
2024-06-01,Nordeste,57112096,Outros,Feminino,Auxílio Doenca Previdenciário,Desempregado,372,0.6513506350738729
2024-06-01,Nordeste,57112096,Outros,Feminino,Auxílio Doenca Previdenciário,Doméstico,239,0.4184752736092894
2024-06-01,Nordeste,57112096,Outros,Feminino,Auxílio Doenca Previdenciário,Empregado,1875,3.2830173138804084
2024-06-01,Nordeste,57112096,Outros,Feminino,Auxílio Doenca Previdenciário,Facultativo,134,0.2346263040319865
2024-06-01,Nordeste,57112096,Outros,Feminino,Auxílio Doenca Previdenciário,Optante Pela Lei 6.184/74,3,0.005252827702208653
2024-06-01,Nordeste,57112096,Outros,Feminino,Auxílio Doenca Previdenciário,Segurado Especial,1173,2.053855631563583
2024-06-01,Nordeste,57112096,Outros,Feminino,Auxílio Doenca por Acidente do Trabalho,Desempregado,9,0.01575848310662596
2024-06-01,Nordeste,57112096,Outros,Feminino,Auxílio Doenca por Acidente do Trabalho,Empregado,18,0.03151696621325192
2024-06-01,Nordeste,57112096,Outros,Masculino,Auxílio Doenca Previdenciário,Autônomo,831,1.4550332735117968
2024-06-01,Nordeste,57112096,Outros,Masculino,Auxílio Doenca Previdenciário,Desempregado,693,1.2134031992101988
2024-06-01,Nordeste,57112096,Outros,Masculino,Auxílio Doenca Previdenciário,Doméstico,19,0.033267908780654804
2024-06-01,Nordeste,57112096,Outros,Masculino,Auxílio Doenca Previdenciário,Empregado,2382,4.17074519555367
2024-06-01,Nordeste,57112096,Outros,Masculino,Auxílio Doenca Previdenciário,Facultativo,28,0.04902639188728076
2024-06-01,Nordeste,57112096,Outros,Masculino,Auxílio Doenca Previdenciário,Optante Pela Lei 6.184/74,1,0.0017509425674028846
2024-06-01,Nordeste,57112096,Outros,Masculino,Auxílio Doenca Previdenciário,Segurado Especial,756,1.3237125809565806
2024-06-01,Nordeste,57112096,Outros,Masculino,Auxílio Doenca por Acidente do Trabalho,Desempregado,10,0.017509425674028842
2024-06-01,Nordeste,57112096,Outros,Masculino,Auxílio Doenca por Acidente do Trabalho,Empregado,58,0.10155466890936729
2024-06-01,Nordeste,57112096,Outros,Masculino,Auxílio Doenca por Acidente do Trabalho,Segurado Especial,1,0.0017509425674028846
2024-06-01,Nordeste,57112096,Transtornos mentais e comportamentais,Feminino,Auxílio Doenca Previdenciário,Autônomo,499,0.8737203411340394
2024-06-01,Nordeste,57112096,Transtornos mentais e comportamentais,Feminino,Auxílio Doenca Previdenciário,Desempregado,860,1.5058106079664804
2024-06-01,Nordeste,57112096,Transtornos mentais e comportamentais,Feminino,Auxílio Doenca Previdenciário,Doméstico,78,0.13657352025742497
2024-06-01,Nordeste,57112096,Transtornos mentais e comportamentais,Feminino,Auxílio Doenca Previdenciário,Empregado,1966,3.442353087514071
2024-06-01,Nordeste,57112096,Transtornos mentais e comportamentais,Feminino,Auxílio Doenca Previdenciário,Facultativo,91,0.15933577363366247
2024-06-01,Nordeste,57112096,Transtornos mentais e comportamentais,Feminino,Auxílio Doenca Previdenciário,Segurado Especial,326,0.5708072769733403
2024-06-01,Nordeste,57112096,Transtornos mentais e comportamentais,Feminino,Auxílio Doenca por Acidente do Trabalho,Desempregado,17,0.029766023645849033
2024-06-01,Nordeste,57112096,Transtornos mentais e comportamentais,Feminino,Auxílio Doenca por Acidente do Trabalho,Empregado,79,0.13832446282482785
2024-06-01,Nordeste,57112096,Transtornos mentais e comportamentais,Feminino,Auxílio Doenca por Acidente do Trabalho,Segurado Especial,1,0.0017509425674028846
2024-06-01,Nordeste,57112096,Transtornos mentais e comportamentais,Masculino,Auxílio Doenca Previdenciário,Autônomo,308,0.5392903107600884
2024-06-01,Nordeste,57112096,Transtornos mentais e comportamentais,Masculino,Auxílio Doenca Previdenciário,Desempregado,748,1.3097050404173576
2024-06-01,Nordeste,57112096,Transtornos mentais e comportamentais,Masculino,Auxílio Doenca Previdenciário,Doméstico,6,0.010505655404417306
2024-06-01,Nordeste,57112096,Transtornos mentais e comportamentais,Masculino,Auxílio Doenca Previdenciário,Empregado,1097,1.9207839964409639
2024-06-01,Nordeste,57112096,Transtornos mentais e comportamentais,Masculino,Auxílio Doenca Previdenciário,Facultativo,19,0.033267908780654804
2024-06-01,Nordeste,57112096,Transtornos mentais e comportamentais,Masculino,Auxílio Doenca Previdenciário,Optante Pela Lei 6.184/74,1,0.0017509425674028846
2024-06-01,Nordeste,57112096,Transtornos mentais e comportamentais,Masculino,Auxílio Doenca Previdenciário,Segurado Especial,165,0.2889055236214759
2024-06-01,Nordeste,57112096,Transtornos mentais e comportamentais,Masculino,Auxílio Doenca por Acidente do Trabalho,Desempregado,16,0.028015081078446153
2024-06-01,Nordeste,57112096,Transtornos mentais e comportamentais,Masculino,Auxílio Doenca por Acidente do Trabalho,Empregado,54,0.09455089863975576
2024-06-01,Nordeste,57112096,Transtornos mentais e comportamentais,Masculino,Auxílio Doenca por Acidente do Trabalho,Segurado Especial,1,0.0017509425674028846
2024-06-01,Nordeste,57112096,Traumatismos e envenenamentos,Feminino,Auxílio Doenca Previdenciário,Autônomo,440,0.7704147296572691
2024-06-01,Nordeste,57112096,Traumatismos e envenenamentos,Feminino,Auxílio Doenca Previdenciário,Desempregado,325,0.5690563344059374
2024-06-01,Nordeste,57112096,Traumatismos e envenenamentos,Feminino,Auxílio Doenca Previdenciário,Doméstico,151,0.26439232767783555
2024-06-01,Nordeste,57112096,Traumatismos e envenenamentos,Feminino,Auxílio Doenca Previdenciário,Empregado,1417,2.481085618009887
2024-06-01,Nordeste,57112096,Traumatismos e envenenamentos,Feminino,Auxílio Doenca Previdenciário,Facultativo,54,0.09455089863975576
2024-06-01,Nordeste,57112096,Traumatismos e envenenamentos,Feminino,Auxílio Doenca Previdenciário,Optante Pela Lei 6.184/74,2,0.003501885134805769
2024-06-01,Nordeste,57112096,Traumatismos e envenenamentos,Feminino,Auxílio Doenca Previdenciário,Segurado Especial,372,0.6513506350738729
2024-06-01,Nordeste,57112096,Traumatismos e envenenamentos,Feminino,Auxílio Doenca por Acidente do Trabalho,Desempregado,18,0.03151696621325192
2024-06-01,Nordeste,57112096,Traumatismos e envenenamentos,Feminino,Auxílio Doenca por Acidente do Trabalho,Doméstico,4,0.007003770269611538
2024-06-01,Nordeste,57112096,Traumatismos e envenenamentos,Feminino,Auxílio Doenca por Acidente do Trabalho,Empregado,234,0.409720560772275
2024-06-01,Nordeste,57112096,Traumatismos e envenenamentos,Masculino,Auxílio Doenca Previdenciário,Autônomo,782,1.3692370877090556
2024-06-01,Nordeste,57112096,Traumatismos e envenenamentos,Masculino,Auxílio Doenca Previdenciário,Desempregado,1461,2.558127090975614
2024-06-01,Nordeste,57112096,Traumatismos e envenenamentos,Masculino,Auxílio Doenca Previdenciário,Doméstico,25,0.04377356418507211
2024-06-01,Nordeste,57112096,Traumatismos e envenenamentos,Masculino,Auxílio Doenca Previdenciário,Empregado,3845,6.73237417166409
2024-06-01,Nordeste,57112096,Traumatismos e envenenamentos,Masculino,Auxílio Doenca Previdenciário,Facultativo,16,0.028015081078446153
2024-06-01,Nordeste,57112096,Traumatismos e envenenamentos,Masculino,Auxílio Doenca Previdenciário,Optante Pela Lei 6.184/74,2,0.003501885134805769
2024-06-01,Nordeste,57112096,Traumatismos e envenenamentos,Masculino,Auxílio Doenca Previdenciário,Segurado Especial,918,1.6073652768758477
2024-06-01,Nordeste,57112096,Traumatismos e envenenamentos,Masculino,Auxílio Doenca por Acidente do Trabalho,Desempregado,104,0.18209802700989997
2024-06-01,Nordeste,57112096,Traumatismos e envenenamentos,Masculino,Auxílio Doenca por Acidente do Trabalho,Empregado,926,1.621372817415071
